r,t,y,NewCapacity
RE1,PHL_INDU_OTHLPH_COAL,2039,0.1106
RE1,PHL_INDU_OTHLPH_COAL,2040,0.1106
RE1,PHL_INDU_OTHLPH_COAL,2041,0.1283
RE1,PHL_INDU_OTHLPH_COAL,2042,0.1283
RE1,PHL_INDU_OTHLPH_COAL,2043,0.1284
RE1,PHL_INDU_OTHLPH_COAL,2044,0.1263
RE1,PHL_INDU_OTHLPH_COAL,2045,1.247
RE1,PHL_INDU_OTHLPH_COAL,2046,1.637
RE1,PHL_INDU_OTHLPH_COAL,2047,0.9256
RE1,PHL_INDU_OTHLPH_COAL,2048,0.144
RE1,PHL_INDU_OTHLPH_COAL,2049,0.2962
RE1,PHL_INDU_OTHLPH_COAL,2050,0.144
RE1,PHL_INDU_OTHLPH_COAL,2051,0.3168
RE1,PHL_INDU_OTHLPH_COAL,2052,0.2407
RE1,PHL_INDU_OTHLPH_COAL,2053,0.2407
RE1,PHL_INDU_OTHLPH_BIOM,2020,0.4578
RE1,PHL_INDU_OTHLPH_BIOM,2021,0
RE1,PHL_INDU_OTHLPH_BIOM,2022,0
RE1,PHL_INDU_OTHLPH_BIOM,2023,0
RE1,PHL_INDU_OTHLPH_BIOM,2024,0
RE1,PHL_INDU_OTHLPH_BIOM,2025,0
RE1,PHL_INDU_OTHLPH_BIOM,2026,0
RE1,PHL_INDU_OTHLPH_BIOM,2027,0
RE1,PHL_INDU_OTHLPH_BIOM,2028,0
RE1,PHL_INDU_OTHLPH_BIOM,2029,0
RE1,PHL_INDU_OTHLPH_BIOM,2030,0
RE1,PHL_INDU_OTHLPH_BIOM,2031,0
RE1,PHL_INDU_OTHLPH_BIOM,2032,0
RE1,PHL_INDU_OTHLPH_BIOM,2033,0
RE1,PHL_INDU_OTHLPH_BIOM,2034,0
RE1,PHL_INDU_OTHLPH_BIOM,2035,0
RE1,PHL_INDU_OTHLPH_BIOM,2036,0
RE1,PHL_INDU_OTHLPH_BIOM,2037,0
RE1,PHL_INDU_OTHLPH_BIOM,2038,0
RE1,PHL_INDU_OTHLPH_BIOM,2039,0
RE1,PHL_INDU_OTHLPH_BIOM,2040,0
RE1,PHL_INDU_OTHLPH_BIOM,2041,0
RE1,PHL_INDU_OTHLPH_BIOM,2042,0
RE1,PHL_INDU_OTHLPH_BIOM,2043,0
RE1,PHL_INDU_OTHLPH_BIOM,2044,0
RE1,PHL_INDU_OTHLPH_BIOM,2045,0
RE1,PHL_INDU_OTHLPH_BIOM,2046,0
RE1,PHL_INDU_OTHLPH_BIOM,2047,0
RE1,PHL_INDU_OTHLPH_BIOM,2048,0
RE1,PHL_INDU_OTHLPH_BIOM,2049,0
RE1,PHL_INDU_OTHLPH_BIOM,2050,0
RE1,PHL_INDU_OTHLPH_BIOM,2051,0
RE1,PHL_INDU_OTHLPH_BIOM,2052,0
RE1,PHL_INDU_OTHLPH_BIOM,2053,0
RE1,PHL_INDU_OTHHPH_OIL,2020,1.5373
RE1,PHL_INDU_OTHHPH_OIL,2021,0
RE1,PHL_INDU_OTHHPH_OIL,2022,0
RE1,PHL_INDU_OTHHPH_OIL,2023,0
RE1,PHL_INDU_OTHHPH_OIL,2024,0
RE1,PHL_INDU_OTHHPH_OIL,2025,0
RE1,PHL_INDU_OTHHPH_OIL,2026,0
RE1,PHL_INDU_OTHHPH_OIL,2027,0
RE1,PHL_INDU_OTHHPH_OIL,2028,0
RE1,PHL_INDU_OTHHPH_OIL,2029,0
RE1,PHL_INDU_OTHHPH_OIL,2030,0
RE1,PHL_INDU_OTHHPH_OIL,2031,0
RE1,PHL_INDU_OTHHPH_OIL,2032,0
RE1,PHL_INDU_OTHHPH_OIL,2033,0
RE1,PHL_INDU_OTHHPH_OIL,2034,0
RE1,PHL_INDU_OTHHPH_OIL,2035,0
RE1,PHL_INDU_OTHHPH_OIL,2036,0
RE1,PHL_INDU_OTHHPH_OIL,2037,0
RE1,PHL_INDU_OTHHPH_OIL,2038,0
RE1,PHL_INDU_OTHHPH_OIL,2039,0
RE1,PHL_INDU_OTHHPH_OIL,2040,0
RE1,PHL_INDU_OTHHPH_OIL,2041,0
RE1,PHL_INDU_OTHHPH_OIL,2042,0
RE1,PHL_INDU_OTHHPH_OIL,2043,0
RE1,PHL_INDU_OTHHPH_OIL,2044,0
RE1,PHL_INDU_OTHHPH_OIL,2045,0
RE1,PHL_INDU_OTHHPH_OIL,2046,0
RE1,PHL_INDU_OTHHPH_OIL,2047,0
RE1,PHL_INDU_OTHHPH_OIL,2048,0
RE1,PHL_INDU_OTHHPH_OIL,2049,0
RE1,PHL_INDU_OTHHPH_OIL,2050,0
RE1,PHL_INDU_OTHHPH_OIL,2051,0
RE1,PHL_INDU_OTHHPH_OIL,2052,0
RE1,PHL_INDU_OTHHPH_OIL,2053,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2020,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2021,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2022,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2023,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2024,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2025,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2026,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2027,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2028,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2029,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2030,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2031,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2032,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2033,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2034,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2035,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2036,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2037,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2038,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2039,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2040,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2041,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2042,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2043,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2044,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2045,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2046,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2047,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2048,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2049,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2050,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2051,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2052,0
RE1,PHL_INDU_OTHHPH_NG_CCS,2053,0
RE1,PHL_INDU_OTHHPH_NG,2020,0.0237
RE1,PHL_INDU_OTHHPH_NG,2021,0
RE1,PHL_INDU_OTHHPH_NG,2022,0
RE1,PHL_INDU_OTHHPH_NG,2023,0
RE1,PHL_INDU_OTHHPH_NG,2024,0
RE1,PHL_INDU_OTHHPH_NG,2025,0
RE1,PHL_INDU_OTHHPH_NG,2026,0
RE1,PHL_INDU_OTHHPH_NG,2027,0
RE1,PHL_INDU_OTHHPH_NG,2028,0
RE1,PHL_INDU_OTHHPH_NG,2029,0
RE1,PHL_INDU_OTHHPH_NG,2030,0
RE1,PHL_INDU_OTHHPH_NG,2031,0
RE1,PHL_INDU_OTHHPH_NG,2032,0
RE1,PHL_INDU_OTHHPH_NG,2033,0
RE1,PHL_INDU_OTHHPH_NG,2034,0
RE1,PHL_INDU_OTHHPH_NG,2035,0
RE1,PHL_INDU_OTHHPH_NG,2036,0
RE1,PHL_INDU_OTHHPH_NG,2037,0
RE1,PHL_INDU_OTHHPH_NG,2038,0
RE1,PHL_INDU_OTHHPH_NG,2039,0
RE1,PHL_INDU_OTHHPH_NG,2040,0
RE1,PHL_INDU_OTHHPH_NG,2041,0
RE1,PHL_INDU_OTHHPH_NG,2042,0
RE1,PHL_INDU_OTHHPH_NG,2043,0
RE1,PHL_INDU_OTHHPH_NG,2044,0
RE1,PHL_INDU_OTHHPH_NG,2045,0
RE1,PHL_INDU_OTHHPH_NG,2046,0
RE1,PHL_INDU_OTHHPH_NG,2047,0
RE1,PHL_INDU_OTHHPH_NG,2048,0
RE1,PHL_INDU_OTHHPH_NG,2049,0
RE1,PHL_INDU_OTHHPH_NG,2050,0
RE1,PHL_INDU_OTHHPH_NG,2051,0
RE1,PHL_INDU_OTHHPH_NG,2052,0
RE1,PHL_INDU_OTHHPH_NG,2053,0
RE1,PHL_INDU_OTHHPH_H2,2020,0
RE1,PHL_INDU_OTHHPH_H2,2021,0
RE1,PHL_INDU_OTHHPH_H2,2022,0
RE1,PHL_INDU_OTHHPH_H2,2023,0
RE1,PHL_INDU_OTHHPH_H2,2024,0
RE1,PHL_INDU_OTHHPH_H2,2025,0
RE1,PHL_INDU_OTHHPH_H2,2026,0
RE1,PHL_INDU_OTHHPH_H2,2027,0
RE1,PHL_INDU_OTHHPH_H2,2028,0
RE1,PHL_INDU_OTHHPH_H2,2029,0
RE1,PHL_INDU_OTHHPH_H2,2030,0
RE1,PHL_INDU_OTHHPH_H2,2031,0
RE1,PHL_INDU_OTHHPH_H2,2032,0
RE1,PHL_INDU_OTHHPH_H2,2033,0
RE1,PHL_INDU_OTHHPH_H2,2034,0
RE1,PHL_INDU_OTHHPH_H2,2035,0
RE1,PHL_INDU_OTHHPH_H2,2036,0
RE1,PHL_INDU_OTHHPH_H2,2037,0
RE1,PHL_INDU_OTHHPH_H2,2038,0
RE1,PHL_INDU_OTHHPH_H2,2039,0
RE1,PHL_INDU_OTHHPH_H2,2040,0
RE1,PHL_INDU_OTHHPH_H2,2041,0
RE1,PHL_INDU_OTHHPH_H2,2042,0
RE1,PHL_INDU_OTHHPH_H2,2043,0
RE1,PHL_INDU_OTHHPH_H2,2044,0
RE1,PHL_INDU_OTHHPH_H2,2045,0
RE1,PHL_INDU_OTHHPH_H2,2046,0
RE1,PHL_INDU_OTHHPH_H2,2047,0
RE1,PHL_INDU_OTHHPH_H2,2048,0
RE1,PHL_INDU_OTHHPH_H2,2049,0
RE1,PHL_INDU_OTHHPH_H2,2050,0
RE1,PHL_INDU_OTHHPH_H2,2051,0
RE1,PHL_INDU_OTHHPH_H2,2052,0
RE1,PHL_INDU_OTHHPH_H2,2053,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2020,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2021,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2022,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2023,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2024,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2025,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2026,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2027,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2028,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2029,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2030,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2031,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2032,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2033,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2034,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2035,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2036,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2037,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2038,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2039,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2040,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2041,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2042,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2043,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2044,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2045,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2046,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2047,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2048,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2049,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2050,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2051,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2052,0
RE1,PHL_INDU_OTHHPH_COAL_CCS,2053,0
RE1,PHL_INDU_OTHHPH_COAL,2020,1.1207
RE1,PHL_INDU_OTHHPH_COAL,2021,2.1984
RE1,PHL_INDU_OTHHPH_COAL,2022,0.0761
RE1,PHL_INDU_OTHHPH_COAL,2023,0
RE1,PHL_INDU_OTHHPH_COAL,2024,0.1522
RE1,PHL_INDU_OTHHPH_COAL,2025,0
RE1,PHL_INDU_OTHHPH_COAL,2026,0.1584
RE1,PHL_INDU_OTHHPH_COAL,2027,0.0823
RE1,PHL_INDU_OTHHPH_COAL,2028,0.0823
RE1,PHL_INDU_OTHHPH_COAL,2029,0.0823
RE1,PHL_INDU_OTHHPH_COAL,2030,0.0823
RE1,PHL_INDU_OTHHPH_COAL,2031,0.0932
RE1,PHL_INDU_OTHHPH_COAL,2032,0.0932
RE1,PHL_INDU_OTHHPH_COAL,2033,0.0932
RE1,PHL_INDU_OTHHPH_COAL,2034,0.0932
RE1,PHL_INDU_OTHHPH_COAL,2035,0.0932
RE1,PHL_INDU_OTHHPH_COAL,2036,0.1106
RE1,PHL_INDU_OTHHPH_COAL,2037,0.1106
RE1,PHL_INDU_OTHHPH_COAL,2038,0.1106
RE1,PHL_INDU_OTHHPH_COAL,2039,0.1106
RE1,PHL_INDU_OTHHPH_COAL,2040,0.1106
RE1,PHL_INDU_OTHHPH_COAL,2041,0.1283
RE1,PHL_INDU_OTHHPH_COAL,2042,0.1283
RE1,PHL_INDU_OTHHPH_COAL,2043,0.1284
RE1,PHL_INDU_OTHHPH_COAL,2044,0.1263
RE1,PHL_INDU_OTHHPH_COAL,2045,1.247
RE1,PHL_INDU_OTHHPH_COAL,2046,2.3425
RE1,PHL_INDU_OTHHPH_COAL,2047,0.2201
RE1,PHL_INDU_OTHHPH_COAL,2048,0.144
RE1,PHL_INDU_OTHHPH_COAL,2049,0.2962
RE1,PHL_INDU_OTHHPH_COAL,2050,0.144
RE1,PHL_INDU_OTHHPH_COAL,2051,0.3168
RE1,PHL_INDU_OTHHPH_COAL,2052,0.2407
RE1,PHL_INDU_OTHHPH_COAL,2053,0.2407
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2020,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2021,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2022,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2023,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2024,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2025,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2026,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2027,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2028,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2029,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2030,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2031,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2032,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2033,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2034,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2035,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2036,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2037,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2038,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2039,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2040,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2041,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2042,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2043,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2044,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2045,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2046,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2047,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2048,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2049,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2050,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2051,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2052,0
RE1,PHL_INDU_OTHHPH_BIOM_CCS,2053,0
RE1,PHL_INDU_OTHHPH_BIOM,2020,0.4578
RE1,PHL_INDU_OTHHPH_BIOM,2021,0
RE1,PHL_INDU_OTHHPH_BIOM,2022,0
RE1,PHL_INDU_OTHHPH_BIOM,2023,0
RE1,PHL_INDU_OTHHPH_BIOM,2024,0
RE1,PHL_INDU_OTHHPH_BIOM,2025,0
RE1,PHL_INDU_OTHHPH_BIOM,2026,0
RE1,PHL_INDU_OTHHPH_BIOM,2027,0
RE1,PHL_INDU_OTHHPH_BIOM,2028,0
RE1,PHL_INDU_OTHHPH_BIOM,2029,0
RE1,PHL_INDU_OTHHPH_BIOM,2030,0
RE1,PHL_INDU_OTHHPH_BIOM,2031,0
RE1,PHL_INDU_OTHHPH_BIOM,2032,0
RE1,PHL_INDU_OTHHPH_BIOM,2033,0
RE1,PHL_INDU_OTHHPH_BIOM,2034,0
RE1,PHL_INDU_OTHHPH_BIOM,2035,0
RE1,PHL_INDU_OTHHPH_BIOM,2036,0
RE1,PHL_INDU_OTHHPH_BIOM,2037,0
RE1,PHL_INDU_OTHHPH_BIOM,2038,0
RE1,PHL_INDU_OTHHPH_BIOM,2039,0
RE1,PHL_INDU_OTHHPH_BIOM,2040,0
RE1,PHL_INDU_OTHHPH_BIOM,2041,0
RE1,PHL_INDU_OTHHPH_BIOM,2042,0
RE1,PHL_INDU_OTHHPH_BIOM,2043,0
RE1,PHL_INDU_OTHHPH_BIOM,2044,0
RE1,PHL_INDU_OTHHPH_BIOM,2045,0
RE1,PHL_INDU_OTHHPH_BIOM,2046,0
RE1,PHL_INDU_OTHHPH_BIOM,2047,0
RE1,PHL_INDU_OTHHPH_BIOM,2048,0
RE1,PHL_INDU_OTHHPH_BIOM,2049,0
RE1,PHL_INDU_OTHHPH_BIOM,2050,0
RE1,PHL_INDU_OTHHPH_BIOM,2051,0
RE1,PHL_INDU_OTHHPH_BIOM,2052,0
RE1,PHL_INDU_OTHHPH_BIOM,2053,0
RE1,PHL_TRA_SHIP_AMMO,2020,0
RE1,PHL_TRA_SHIP_AMMO,2021,0
RE1,PHL_TRA_SHIP_AMMO,2022,0
RE1,PHL_TRA_SHIP_AMMO,2023,0
RE1,PHL_TRA_SHIP_AMMO,2024,0
RE1,PHL_TRA_SHIP_AMMO,2025,0
RE1,PHL_TRA_SHIP_AMMO,2026,0
RE1,PHL_TRA_SHIP_AMMO,2027,0
RE1,PHL_TRA_SHIP_AMMO,2028,0
RE1,PHL_TRA_SHIP_AMMO,2029,0
RE1,PHL_TRA_SHIP_AMMO,2030,0
RE1,PHL_TRA_SHIP_AMMO,2031,0
RE1,PHL_TRA_SHIP_AMMO,2032,0
RE1,PHL_TRA_SHIP_AMMO,2033,0
RE1,PHL_TRA_SHIP_AMMO,2034,0
RE1,PHL_TRA_SHIP_AMMO,2035,0
RE1,PHL_TRA_SHIP_AMMO,2036,0
RE1,PHL_TRA_SHIP_AMMO,2037,0
RE1,PHL_TRA_SHIP_AMMO,2038,0
RE1,PHL_TRA_SHIP_AMMO,2039,0
RE1,PHL_TRA_SHIP_AMMO,2040,0
RE1,PHL_TRA_SHIP_AMMO,2041,0
RE1,PHL_TRA_SHIP_AMMO,2042,0
RE1,PHL_TRA_SHIP_AMMO,2043,0
RE1,PHL_TRA_SHIP_AMMO,2044,0
RE1,PHL_TRA_SHIP_AMMO,2045,0
RE1,PHL_TRA_SHIP_AMMO,2046,0
RE1,PHL_TRA_SHIP_AMMO,2047,0
RE1,PHL_TRA_SHIP_AMMO,2048,0
RE1,PHL_TRA_SHIP_AMMO,2049,0
RE1,PHL_TRA_SHIP_AMMO,2050,0
RE1,PHL_TRA_SHIP_AMMO,2051,0
RE1,PHL_TRA_SHIP_AMMO,2052,0
RE1,PHL_TRA_SHIP_AMMO,2053,0
RE1,PHL_TRA_SHIP_LIQ,2020,0
RE1,PHL_TRA_SHIP_LIQ,2021,524.0692
RE1,PHL_TRA_SHIP_LIQ,2022,524.1999
RE1,PHL_TRA_SHIP_LIQ,2023,524.1899
RE1,PHL_TRA_SHIP_LIQ,2024,524.1899
RE1,PHL_TRA_SHIP_LIQ,2025,524.1899
RE1,PHL_TRA_SHIP_LIQ,2026,568.0299
RE1,PHL_TRA_SHIP_LIQ,2027,569.0299
RE1,PHL_TRA_SHIP_LIQ,2028,569.0299
RE1,PHL_TRA_SHIP_LIQ,2029,569.0299
RE1,PHL_TRA_SHIP_LIQ,2030,569.0199
RE1,PHL_TRA_SHIP_LIQ,2031,594.4799
RE1,PHL_TRA_SHIP_LIQ,2032,594.4699
RE1,PHL_TRA_SHIP_LIQ,2033,594.4799
RE1,PHL_TRA_SHIP_LIQ,2034,593.4699
RE1,PHL_TRA_SHIP_LIQ,2035,594.4699
RE1,PHL_TRA_SHIP_LIQ,2036,628.7299
RE1,PHL_TRA_SHIP_LIQ,2037,628.7199
RE1,PHL_TRA_SHIP_LIQ,2038,628.7199
RE1,PHL_TRA_SHIP_LIQ,2039,819.4498
RE1,PHL_TRA_SHIP_LIQ,2040,0
RE1,PHL_TRA_SHIP_LIQ,2041,965.6791
RE1,PHL_TRA_SHIP_LIQ,2042,965.8198
RE1,PHL_TRA_SHIP_LIQ,2043,965.7998
RE1,PHL_TRA_SHIP_LIQ,2044,965.7998
RE1,PHL_TRA_SHIP_LIQ,2045,965.8098
RE1,PHL_TRA_SHIP_LIQ,2046,1039.2698
RE1,PHL_TRA_SHIP_LIQ,2047,1040.2598
RE1,PHL_TRA_SHIP_LIQ,2048,1040.2698
RE1,PHL_TRA_SHIP_LIQ,2049,2080.5297
RE1,PHL_TRA_SHIP_LIQ,2050,0
RE1,PHL_TRA_SHIP_LIQ,2051,1086.5798
RE1,PHL_TRA_SHIP_LIQ,2052,1086.5798
RE1,PHL_TRA_SHIP_LIQ,2053,1086.5798
RE1,PHL_TRA_RAILF_H2,2020,0
RE1,PHL_TRA_RAILF_H2,2021,0
RE1,PHL_TRA_RAILF_H2,2022,0
RE1,PHL_TRA_RAILF_H2,2023,0
RE1,PHL_TRA_RAILF_H2,2024,0
RE1,PHL_TRA_RAILF_H2,2025,0
RE1,PHL_TRA_RAILF_H2,2026,0
RE1,PHL_TRA_RAILF_H2,2027,0
RE1,PHL_TRA_RAILF_H2,2028,0
RE1,PHL_TRA_RAILF_H2,2029,0
RE1,PHL_TRA_RAILF_H2,2030,0
RE1,PHL_TRA_RAILF_H2,2031,0
RE1,PHL_TRA_RAILF_H2,2032,0
RE1,PHL_TRA_RAILF_H2,2033,0
RE1,PHL_TRA_RAILF_H2,2034,0
RE1,PHL_TRA_RAILF_H2,2035,0
RE1,PHL_TRA_RAILF_H2,2036,0
RE1,PHL_TRA_RAILF_H2,2037,0
RE1,PHL_TRA_RAILF_H2,2038,0
RE1,PHL_TRA_RAILF_H2,2039,0
RE1,PHL_TRA_RAILF_H2,2040,0
RE1,PHL_TRA_RAILF_H2,2041,0
RE1,PHL_TRA_RAILF_H2,2042,0
RE1,PHL_TRA_RAILF_H2,2043,0
RE1,PHL_TRA_RAILF_H2,2044,0
RE1,PHL_TRA_RAILF_H2,2045,0
RE1,PHL_TRA_RAILF_H2,2046,0
RE1,PHL_TRA_RAILF_H2,2047,0
RE1,PHL_TRA_RAILF_H2,2048,0
RE1,PHL_TRA_RAILF_H2,2049,0
RE1,PHL_TRA_RAILF_H2,2050,0
RE1,PHL_TRA_RAILF_H2,2051,0
RE1,PHL_TRA_RAILF_H2,2052,0
RE1,PHL_TRA_RAILF_H2,2053,0
RE1,PHL_TRA_RAILF_LIQ,2020,0
RE1,PHL_TRA_RAILF_LIQ,2021,0
RE1,PHL_TRA_RAILF_LIQ,2022,0.001
RE1,PHL_TRA_RAILF_LIQ,2023,0
RE1,PHL_TRA_RAILF_LIQ,2024,0.001
RE1,PHL_TRA_RAILF_LIQ,2025,0.0001
RE1,PHL_TRA_RAILF_LIQ,2026,0.001
RE1,PHL_TRA_RAILF_LIQ,2027,0.001
RE1,PHL_TRA_RAILF_LIQ,2028,0
RE1,PHL_TRA_RAILF_LIQ,2029,0.0011
RE1,PHL_TRA_RAILF_LIQ,2030,0.0013
RE1,PHL_TRA_RAILF_LIQ,2031,0.0007
RE1,PHL_TRA_RAILF_LIQ,2032,0
RE1,PHL_TRA_RAILF_LIQ,2033,0.0011
RE1,PHL_TRA_RAILF_LIQ,2034,0.001
RE1,PHL_TRA_RAILF_LIQ,2035,0.001
RE1,PHL_TRA_RAILF_LIQ,2036,0.0018
RE1,PHL_TRA_RAILF_LIQ,2037,0.0008
RE1,PHL_TRA_RAILF_LIQ,2038,0.0008
RE1,PHL_TRA_RAILF_LIQ,2039,0.0018
RE1,PHL_TRA_RAILF_LIQ,2040,0.0024
RE1,PHL_TRA_RAILF_LIQ,2041,0.001
RE1,PHL_TRA_RAILF_LIQ,2042,0.003
RE1,PHL_TRA_RAILF_LIQ,2043,0.002
RE1,PHL_TRA_RAILF_LIQ,2044,0.002
RE1,PHL_TRA_RAILF_LIQ,2045,0.0021
RE1,PHL_TRA_RAILF_LIQ,2046,0.003
RE1,PHL_TRA_RAILF_LIQ,2047,0.003
RE1,PHL_TRA_RAILF_LIQ,2048,0.002
RE1,PHL_TRA_RAILF_LIQ,2049,0.0031
RE1,PHL_TRA_RAILF_LIQ,2050,0.0033
RE1,PHL_TRA_RAILF_LIQ,2051,0.0037
RE1,PHL_TRA_RAILF_LIQ,2052,0.002
RE1,PHL_TRA_RAILF_LIQ,2053,0.0041
RE1,PHL_TRA_RAILF_ELE,2020,0.0019
RE1,PHL_TRA_RAILF_ELE,2021,0
RE1,PHL_TRA_RAILF_ELE,2022,0
RE1,PHL_TRA_RAILF_ELE,2023,0
RE1,PHL_TRA_RAILF_ELE,2024,0
RE1,PHL_TRA_RAILF_ELE,2025,0
RE1,PHL_TRA_RAILF_ELE,2026,0
RE1,PHL_TRA_RAILF_ELE,2027,0
RE1,PHL_TRA_RAILF_ELE,2028,0
RE1,PHL_TRA_RAILF_ELE,2029,0
RE1,PHL_TRA_RAILF_ELE,2030,0
RE1,PHL_TRA_RAILF_ELE,2031,0
RE1,PHL_TRA_RAILF_ELE,2032,0
RE1,PHL_TRA_RAILF_ELE,2033,0
RE1,PHL_TRA_RAILF_ELE,2034,0
RE1,PHL_TRA_RAILF_ELE,2035,0
RE1,PHL_TRA_RAILF_ELE,2036,0
RE1,PHL_TRA_RAILF_ELE,2037,0
RE1,PHL_TRA_RAILF_ELE,2038,0
RE1,PHL_TRA_RAILF_ELE,2039,0
RE1,PHL_TRA_RAILF_ELE,2040,0
RE1,PHL_TRA_RAILF_ELE,2041,0
RE1,PHL_TRA_RAILF_ELE,2042,0
RE1,PHL_TRA_RAILF_ELE,2043,0
RE1,PHL_TRA_RAILF_ELE,2044,0
